ID,start_time,completion_time,survey_duration,profession_1,hobby_coding_2,employment_3,region_4,city_5,age_range_6,new_tool_7,prim_opsyst_14,rather_opsyst_15,purch_influence_16,solution_research_17,highest_edu_18,prim_study_19,edu_importance_20,change_edu_21,job_satisfaction_22,company_size_23,weekly_work_hours_24,overtime_work_25,company_onboarding_process_26,improve_onboarding_27,monthly_salary_28,job_status_29,drivers_for_new_jobs_30,how_learn_about_company_31,dev_community_member_32,which_dev_community_33,age_optional_34,gender_35,transgender_36,sexual_orientation_37,ethnicity_38,disabilitys_39,mental_illness_40,dependents_41,survey_length_42,survey_difficulty_43,final_thoughts_44
183,2020-11-20T18:51:41Z,2020-11-20T19:22:31Z,1850,I am a student who is learning to code,Yes,"Not employed, but looking for work",Greater Accra Region,"accra, Ghana",26 - 30,Every few months,MacOS,MacOS,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;Start a free trial;,Bachelor,Computer_Science_Engineering,Somewhat important,Nothing,Very dissatisfied,1,6,Frequently: 3 or more days per week,No,,"Less than GHS 1,500",I am actively looking for a job,Better compensation;Curious about other opportunities;Looking to relocate;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Publicly available financial information (e.g. Crunchbase);",Yes,Hacklab Foundation,29,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
184,2020-11-20T19:53:33Z,2020-11-20T20:16:21Z,1368,I am a developer by profession,Yes,Employed full-time,Ashanti Region,"Bomso, Ghana",20 - 25,Every few months,MacOS,MacOS,I have a great deal of influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Start a free trial;,Bachelor,Computer_Science_Engineering,Very important,,Very satisfied,Below 20,40,Rarely: 1-2 days per year or less,Yes,,"Greater than GHS 25,000","I'm not actively looking, but I am open to new opportunities",Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;Wanting to share accomplishments with a wider network;,"Company reviews from third party sites (e.g. Glassdoor, Blind);Read company media, such as employees blogs or company culture videos;",No,,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,
185,2020-11-21T04:50:05Z,2020-11-21T04:53:05Z,180,I am a developer by profession,No,Employed full-time,Greater Accra Region,"La, Ghana",20 - 25,Every few months,Windows,MacOS,I have a great deal of influence,Visit developer communities like Stack Overflow;Start a free trial;Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Very important,Nothing,Very satisfied,,78,Often: 1-2 days per week,Yes,,"GHS 1,500 - GHS 2,000",I am not interested in new job oportunities,Better compensation;Curious about other opportunities;Wanting to improve your skills;,Personal network - friends or family;,No,,22,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
186,2020-11-21T09:12:14Z,2020-11-21T09:20:20Z,486,I code primarily as a hobby,Yes,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"New Gbawe, Ghana",26 - 30,Every few months,Windows,MacOS,I have a great deal of influence,Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;Start a free trial;,Bachelor,Business,Very important,I would study Computer Science,Neither satisfied nor dissatisfied,1,72,Often: 1-2 days per week,No,,"GHS 2,000 - GHS 2,500",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Wanting to work with new technologies;Better work/life balance;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,28,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,
187,2020-11-22T09:43:00Z,2020-11-22T09:52:47Z,587,I am a developer by profession,Yes,"Independent contractor, freelancer, or self-employed",Greater Accra Region,"accra, Ghana",26 - 30,Every few months,MacOS,MacOS,I have a great deal of influence,Visit developer communities like Stack Overflow;Start a free trial;Ask developers I know/work with;,Bachelor,Agricultural_Science,Not at all important/not necessary,Nothing,Very satisfied,Below 10,40,Frequently: 3 or more days per week,No,By establishing an HR Department,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Wanting to work with new technologies;Looking to relocate;,Publicly available financial information (e.g. Crunchbase);,No,,29,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Too long,Easy,
188,2020-11-30T15:09:30Z,2020-11-30T15:26:27Z,1017,I am a developer by profession,Yes,Employed part-time,Ashanti Region,"Kumasi, Ghana",20 - 25,Every few months,Windows,Windows,I have a great deal of influence,Ask developers I know/work with;Start a free trial;,Bachelor,Computer_Science_Engineering,Critically important,How the courses are taught,Slightly dissatisfied,Below 10,40,Often: 1-2 days per week,Yes,Improve the organizational structure,"GHS 1,500 - GHS 2,000","I'm not actively looking, but I am open to new opportunities",Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,Google Developer Group;Hacklab Foundation;Kumasi konnect;IoT Network Hub;Global startup ecosystem,,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Neither easy nor difficult,
189,2020-11-30T15:55:42Z,2020-11-30T16:04:29Z,527,"I am not primarily a developer, but I write code sometimes as part of my work",Yes,"Not employed, but looking for work",Ashanti Region,"Kumasi, Ghana",20 - 25,Once every few years,Linux-based,MacOS,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Somewhat important,,Neither satisfied nor dissatisfied,Below 10,40,Sometimes: 1-2 days per month but less than weekly,No,,"Less than GHS 1,500",I am actively looking for a job,Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Personal network - friends or family;",Yes,DevCongress;Hacklab Foundation;Codnetlab;AIA,23,Man,No,Straight / Heterosexual,Black or of African descent,,,I prefer not to say,Appropriate in length,Neither easy nor difficult,
190,2020-11-30T15:56:01Z,2020-11-30T16:09:33Z,812,I am a developer by profession,No,Employed full-time,Greater Accra Region,"teshie, Ghana",20 - 25,This varies depending on work and projects,Windows,Linux-based,I have little or no influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Start a free trial;,Bachelor,Computer_Science_Engineering,Fairly important,Approach to learning,Very satisfied,Below 100,45,Often: 1-2 days per week,Yes,,"GHS 2,000 - GHS 2,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better work/life balance;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",No,,23,Man,No,,Black or of African descent,,,,Appropriate in length,Easy,
191,2020-11-30T16:16:31Z,2020-11-30T16:30:22Z,831,I am a developer by profession,No,"Independent contractor, freelancer, or self-employed",Ashanti Region,"Kumasi, Ghana",20 - 25,Every few months,Linux-based,Linux-based,I have little or no influence,Visit developer communities like Stack Overflow;Ask developers I know/work with;Start a free trial;,Bachelor,Computer_Science_Engineering,Fairly important,Curriculum,Slightly satisfied,1,4,Frequently: 3 or more days per week,No,,"GHS 1,500 - GHS 2,000",I am actively looking for a job,Curious about other opportunities;Better compensation;Wanting to work with new technologies;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,Laravel Developers Ghana;Node.js,24,Man,No,,I prefer not to answer,None of the above;,None of the above;,No,Too long,Neither easy nor difficult,All the best to Hacklab. Great team
192,2020-11-30T16:27:11Z,2020-11-30T16:32:08Z,297,I am a student who is learning to code,Yes,Student,Upper West Region,"Wa, Ghana",20 - 25,This varies depending on work and projects,Windows,Windows,I have little or no influence,Start a free trial;Ask developers I know/work with;,Secondary_High_School,General_Science,Fairly important,,,NA,48,Rarely: 1-2 days per year or less,,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Wanting to improve your skills;,Websites ;,Yes,Codewars,21,Man,No,Straight / Heterosexual,Black or of African descent,None of the above;,None of the above;,No,Appropriate in length,Neither easy nor difficult,"I will like to take part in your Hackathons and i wish if you hard other programs to teach new skills aside the Hackathons. 
Thank you"
193,2020-11-30T16:57:35Z,2020-11-30T17:05:54Z,499,I am a developer by profession,No,Employed full-time,Greater Accra Region,"tema, Ghana",20 - 25,Once every few years,MacOS,MacOS,I have some influence,Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party siteslike G2Crowd;,Bachelor,Computer_Science_Engineering,Critically important,more practical work,Slightly dissatisfied,Below 100,40,Occasionally: 1-2 days per quarter but less than monthly,No,Having a standard onboarding process,"GHS 4,000 - GHS 5,000","I'm not actively looking, but I am open to new opportunities",Wanting to share accomplishments with a wider network;Curious about other opportunities;Better compensation;Better work/life balance;Wanting to improve your skills;,"Read company media, such as employees blogs or company culture videos;Company reviews from third party sites (e.g. Glassdoor, Blind);",Yes,Hacklab Foundation;DevCongress,25,Man,No,Straight / Heterosexual,Black or of African descent,,,Yes,Appropriate in length,Easy,
194,2020-11-30T17:32:33Z,2020-11-30T17:47:51Z,918,I am a developer by profession,Yes,"Independent contractor, freelancer, or self-employed",Ashanti Region,"Dichemso, Ghana",20 - 25,Every few months,Windows,MacOS,I have some influence,Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Critically important,How I learned programming,Very satisfied,1,50,Sometimes: 1-2 days per month but less than weekly,Yes,Need new machines,"Less than GHS 1,500",I am actively looking for a job,Wanting to work with new technologies;,"Read company media, such as employees blogs or company culture videos;",Yes,GitHub;Stack Overflow,,Man,No,Bisexual,Black or of African descent,None of the above;,None of the above;,Yes,Appropriate in length,Easy,
195,2020-11-30T17:22:42Z,2020-11-30T17:56:59Z,2057,I am a developer by profession,No,Employed full-time,Greater Accra Region,"Achimota, Ghana",26 - 30,Once a year,Windows,Linux-based,I have some influence,Start a free trial;Ask developers I know/work with;,Bachelor,Computer_Science_Engineering,Very important,,Slightly satisfied,Below 10,40,Frequently: 3 or more days per week,Yes,,"Less than GHS 1,500","I'm not actively looking, but I am open to new opportunities",Curious about other opportunities;Better work/life balance;,"Read company media, such as employees blogs or company culture videos;",Yes,DevCongress;Video Game Developers Ghana;Unity User Group GH,,Man,No,Straight / Heterosexual,Black or of African descent,,,No,Appropriate in length,Easy,
